Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Concrete Pots (product.metafields.custom.concrete_pots),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Plant support material (product.metafields.shopify.plant-support-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
premium-bolivia-trough-plant-pot,Premium Bolivia Trough Plant Pot,"<p><meta charset=""utf-8""><span>Our </span><strong>concrete pots</strong><span> have a </span><strong>beautiful</strong><span> natural look as all our pots are made by hand. This <strong>modern, rectangular</strong></span><strong> shaped </strong><span>pot is made from specially formulated concrete for extra strength</span><strong>.</strong><span> These pots are perfect to be used as </span><strong>garden pots, plant pots, decorative pots</strong><span> or as </span><strong>feature pots</strong><span>.</span></p>
<ul></ul>",The Pot Shack,Home & Garden > Lawn & Garden > Gardening > Pots & Planters > Pots,Concrete Pots,"Concrete Pot, Garden Pot, Plant Pot, Trough",true,Size,Large | 280mm x 325mm x 715mm,,Colour,Amper,,Style,Standard,,'101,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071819067621.jpg?v=1693470175,1,Premium Bolivia Trough Plant Pot The Pot Shack Gauteng Concrete Pots,false,Concrete Bolivia Trough - The Potshack,,,,,GS00804,,Yes,Pots & Planters,,,,,,Yes,amper; black; flinted-white; granite-dark; granite; rock; terracotta; velvet; brown; gray,concrete,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822868709.png?v=1714195990,kg,,0.00,active
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Amper,,,With Tray,,,0.0,shopify,deny,manual,1408.00,901.36,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071819100389.jpg?v=1714196063,2,Premium Bolivia Trough Plant Pot The Pot Shack Gauteng Concrete Pots,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822868709.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Amper,,,With Pot Feet,,,0.0,shopify,deny,manual,982.24,901.36,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822868709.png?v=1714195990,3,Premium Bolivia Trough Plant Pot The Pot Shack Gauteng Concrete Pots,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822868709.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Chryso Black,,,Standard,,,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071823163621.png?v=1714195990,4,Premium Bolivia Trough Plant Pot The Pot Shack Gauteng Concrete Pots,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Chryso Black,,,With Tray,,,0.0,shopify,deny,manual,1408.00,901.36,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822835941.png?v=1714195990,5,Premium Bolivia Trough Plant Pot The Pot Shack Gauteng Concrete Pots,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Chryso Black,,,With Pot Feet,,,0.0,shopify,deny,manual,982.24,901.36,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071823032549.png?v=1714195990,6,Premium Bolivia Trough Plant Pot The Pot Shack Gauteng Concrete Pots,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Flinted White,,,Standard,,'101,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822999781.png?v=1714195990,7,Premium Bolivia Trough Plant Pot The Pot Shack Gauteng Concrete Pots,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071823163621.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Flinted White,,,With Tray,,,0.0,shopify,deny,manual,1408.00,901.36,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822901477.png?v=1714195990,8,Premium Bolivia Trough Plant Pot The Pot Shack Gauteng Concrete Pots,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071823163621.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Flinted White,,,With Pot Feet,,,0.0,shopify,deny,manual,982.24,901.36,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-chunky-trough-plant-pot-the-pot-shack-concrete-pot-south-africa-1133612522.png?v=1741259189,9,Premium Chunky Trough Plant Pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071823163621.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite light,,,Standard,,'101,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822835941.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite light,,,With Tray,,,0.0,shopify,deny,manual,1408.00,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822835941.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite light,,,With Pot Feet,,,0.0,shopify,deny,manual,982.24,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822835941.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite dark,,,Standard,,'101,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822901477.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite dark,,,With Tray,,,0.0,shopify,deny,manual,1408.00,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822901477.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite dark,,,With Pot Feet,,,0.0,shopify,deny,manual,984.24,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822901477.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Rock,,,Standard,,'101,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071823032549.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Rock,,,With Tray,,,0.0,shopify,deny,manual,1408.00,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071823032549.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Rock,,,With Pot Feet,,,0.0,shopify,deny,manual,982.24,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071823032549.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Velvet,,,Standard,,'101,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822999781.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Velvet,,,With Tray,,,0.0,shopify,deny,manual,1408.00,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822999781.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Velvet,,,With Pot Feet,,,0.0,shopify,deny,manual,982.24,901.36,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-bolivia-trough-plant-pot-the-pot-shack-concrete-pots-south-africa-40071822999781.png?v=1714195990,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite light sealed,,,Standard,,,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite light sealed,,,With Tray,,,0.0,shopify,deny,manual,1408.00,901.36,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite light sealed,,,With Pot Feet,,,0.0,shopify,deny,manual,982.24,901.36,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite dark sealed,,,Standard,,,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite dark sealed,,,With Tray,,,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-bolivia-trough-plant-pot,,,,,,,,,Large | 280mm x 325mm x 715mm,,,Granite dark sealed,,,With Pot Feet,,,0.0,shopify,deny,manual,901.00,901.36,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
premium-tennessee-concrete-pot,Premium Tennessee Concrete pot,"<p class=""p1"" data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Our </span><strong data-mce-fragment=""1"">concrete pots</strong><span data-mce-fragment=""1""> have a </span><strong data-mce-fragment=""1"">beautiful</strong><span data-mce-fragment=""1""> natural look as all our pots are made by hand. These<strong data-mce-fragment=""1""> pleasing, short </strong>and<strong data-mce-fragment=""1""> round </strong></span><span data-mce-fragment=""1"">pots are </span><span data-mce-fragment=""1"">perfect to be used as </span><strong data-mce-fragment=""1"">garden pots, plant pots, decorative pots</strong><span data-mce-fragment=""1""> or as </span><strong data-mce-fragment=""1"">feature pots</strong><span data-mce-fragment=""1"">.</span></p>
<ul class=""ul1"" data-mce-fragment=""1""></ul>",The Pot Shack,Home & Garden > Lawn & Garden > Gardening > Pot & Planter Liners,Concrete Pot,Concrete Pot,true,Size,Medium  600mm x 640mm,,Colour,Amper,,Style,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071698186469.jpg?v=1693471083,1,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,false,Tennessee Concrete Pot - The Potshack,,,,,,,Yes,Pots & Planters,,,,,,Yes,gray; amper; black; flinted-white; granite-dark; granite; rock; terracotta; velvet; brown,concrete,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701364965.png?v=1693474314,kg,,,active
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Amper,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701463269.png?v=1693474320,2,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701364965.png?v=1693474314,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Amper,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701364965.png?v=1693474314,3,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701364965.png?v=1693474314,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Flinted White,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701397733.png?v=1693474308,4,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701463269.png?v=1693474320,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Flinted White,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701201125.png?v=1693474492,5,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701463269.png?v=1693474320,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Flinted White,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701332197.png?v=1693474313,6,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701463269.png?v=1693474320,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite light,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701266661.png?v=1693474491,7,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701201125.png?v=1693474492,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite light,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071728070885.png?v=1693474678,8,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701201125.png?v=1693474492,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite light,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-chunky-trough-plant-pot-the-pot-shack-concrete-pot-south-africa-1133612522.png?v=1741259189,9,Premium Chunky Trough Plant Pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701201125.png?v=1693474492,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite dark,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-1173205113.png?v=1749825898,10,Premium Tennessee Concrete pot The Pot Shack Gauteng Concrete Pot,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701397733.png?v=1693474308,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite dark,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701397733.png?v=1693474308,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite dark,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701397733.png?v=1693474308,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Rock,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701332197.png?v=1693474313,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Rock,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701332197.png?v=1693474313,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Rock,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701332197.png?v=1693474313,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Velvet,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701266661.png?v=1693474491,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Velvet,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701266661.png?v=1693474491,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Velvet,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1601/8853/files/premium-tennessee-concrete-pot-the-pot-shack-concrete-pot-south-africa-40071701266661.png?v=1693474491,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Chryso Black,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Chryso Black,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Chryso Black,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite dark sealed,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite dark sealed,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite dark sealed,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite light sealed,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite light sealed,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Granite light sealed,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Charcoal light,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Charcoal light,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Charcoal light,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.17,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Charcoal dark,,,Standard,,,0.0,shopify,continue,manual,1548.57,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Charcoal dark,,,With Tray,,,0.0,shopify,continue,manual,2174.61,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-tennessee-concrete-pot,,,,,,,,,Medium  600mm x 640mm,,,Charcoal dark,,,With Pot Feet,,,0.0,shopify,continue,manual,1673.57,1546.22,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
